id,hue,saturation,value,svsum,grid_x,grid_y
1747_img_proj_5ab50852bb470,0.0,0.0,0.3683293959677053,0.3683293959677053,0,51
2184_img_proj_60343c646ff88,0.0,0.0,0.3683402341974706,0.3683402341974706,0,52
2100_img_proj_5e3b24c308bee,0.0,0.0,0.3803004271010696,0.3803004271010696,0,53
1818_img_proj_5b69fbc62cca9,0.0,0.0,0.3817217120003838,0.3817217120003838,0,54
1818_img_proj_5b69fba503a9e,0.0,0.0,0.382374285529696,0.382374285529696,0,55
2084_img_proj_5dfba43a8ddcf,0.0,0.0,0.3957898727118731,0.3957898727118731,0,56
2236_img_proj_60ece1a740dfc,0.0,0.0,0.4034135706276182,0.4034135706276182,0,57
2084_img_proj_5dfba434f28ae,0.0,0.0,0.4038855159985653,0.4038855159985653,0,58
1818_img_proj_5b69fba6e00ac,0.0,0.0,0.4079811544979103,0.4079811544979103,0,59
1747_img_proj_5ab50821f2bb5,0.0,0.0,0.4108664419115769,0.4108664419115769,0,60
1747_img_proj_5ab5085fb7092,0.0,0.0,0.4230447746726933,0.4230447746726933,0,61
1818_img_proj_5b69fbc6ee56c,0.0,0.0,0.4231887757532968,0.4231887757532968,0,62
2276_img_proj_61115b3bcc51b,0.0,0.0,0.4263921866496121,0.4263921866496121,0,63
1857_img_proj_5b9aa5416823b,0.0,0.0,0.4305755495555762,0.4305755495555762,0,64
2062_img_proj_5df7e80ad52e9,0.0,0.0,0.4324357874254163,0.4324357874254163,0,65
2215_img_proj_60523f15af7d1,0.0,0.0,0.4366014492359892,0.4366014492359892,0,66
2304_img_proj_6191abf521fbe,0.0,0.0,0.4398692880990691,0.4398692880990691,0,67
1408_img_proj_561aa8a4c422a,0.0,0.0,0.4433173564837517,0.4433173564837517,0,68
2019_img_proj_5d77e2560a394,0.0,0.0,0.4433535946124657,0.4433535946124657,0,69
2059_img_proj_5df7e11dd4663,0.0,0.0,0.4441427133590829,0.4441427133590829,0,70
2131_img_proj_5f1b37e5da9cb,0.0,0.0,0.444502783937756,0.444502783937756,0,71
2059_img_proj_5df7e11fd2a9d,0.0,0.0,0.4570743635587083,0.4570743635587083,0,72
2078_img_proj_5df8ef3b7147a,0.0,0.0,0.4635221054973136,0.4635221054973136,0,73
2100_img_proj_5e3b24c4066c8,0.0,0.0,0.4682373082755737,0.4682373082755737,0,74
1992_img_proj_5d6d679d218ca,0.0,0.0,0.470902518478317,0.470902518478317,0,75
1321_img_proj_56c31443c7a69,0.0,0.0,0.4763707239490374,0.4763707239490374,0,76
1747_img_proj_5ab50811335a8,0.0,0.0,0.4795483039395999,0.4795483039395999,0,77
1965_img_proj_5d6559cc55718,0.0,0.0,0.4799973252239398,0.4799973252239398,0,78
1747_img_proj_5ab508123e7f4,0.0,0.0,0.4807203883739331,0.4807203883739331,0,79
2078_img_proj_5df8ef423d921,0.0,0.0,0.4830595427868148,0.4830595427868148,0,80
2039_img_proj_5d95286e18772,0.0,0.0,0.4847108489383848,0.4847108489383848,0,81
2236_img_proj_60ece1a614ace,0.0,0.0,0.4916729945737768,0.4916729945737768,0,82
1761_img_proj_5b5b5f6296ab2,0.0,0.0,0.4953782085363701,0.4953782085363701,0,83
1900_img_proj_5c59b8cac04b1,0.0,0.0,0.4969376328408527,0.4969376328408527,0,84
2215_img_proj_60523f0f774ca,0.0,0.0,0.5011789065795671,0.5011789065795671,0,85
1735_img_proj_5a9835bc2f779,0.0,0.0,0.509871742398215,0.509871742398215,0,86
2054_img_proj_5df4521f264e7,0.0,0.0,0.5147244741413258,0.5147244741413258,0,87
1694_img_proj_59b317fa45785,0.0,0.0,0.5162654742063544,0.5162654742063544,0,88
1947_img_proj_5c910f9eee1c4,0.0,0.0,0.5232348932005388,0.5232348932005388,0,89
2276_img_proj_61115b34bbec4,0.0,0.0,0.5291647324403481,0.5291647324403481,0,90
2201_img_proj_605a1e608d230,0.0,0.0,0.5293800741740015,0.5293800741740015,0,91
2126_img_proj_5f20636057758,0.0,0.0,0.5316854330425265,0.5316854330425265,0,92
2276_img_proj_61115b618e8bd,0.0,0.0,0.5326027360730438,0.5326027360730438,0,93
1032_img_proj_526fe91868f2d,0.0,0.0,0.5432699884159912,0.5432699884159912,0,94
1818_img_proj_5b69fba5ed80d,0.0,0.0,0.548005885703659,0.548005885703659,0,95
2215_img_proj_60523f1106f07,0.0,0.0,0.5481666428901099,0.5481666428901099,0,96
1973_img_proj_5d66827cefcfb,0.0,0.0,0.5550980990529644,0.5550980990529644,0,97
2060_img_proj_5df7e3ff1f426,0.0,0.0,0.5561961454501023,0.5561961454501023,0,98
1758_img_proj_5ac7762d74ee2,0.0,0.0,0.5564000986133688,0.5564000986133688,0,99
1735_img_proj_5a9835ca06964,0.0,0.0,0.5600181310320836,0.5600181310320836,0,100
1818_img_proj_5b69fbc549c96,0.0,0.0,0.5603690053893369,0.5603690053893369,0,101
2242_img_proj_60ed1f6c27cc4,0.0,0.0,0.5710034317333327,0.5710034317333327,0,102
2233_img_proj_60ea544f0a2dd,0.0,0.0,0.5739989297369359,0.5739989297369359,0,103
1747_img_proj_5ab5080d1a294,0.0,0.0,0.5777866797351794,0.5777866797351794,0,104
2077_img_proj_5df8edd9a6ea5,0.0,0.0,0.592173814958516,0.592173814958516,0,105
2078_img_proj_5df8ef3e3d927,0.0,0.0,0.5937192849556105,0.5937192849556105,0,106
1032_img_proj_526fe93e30f1c,0.0,0.0,0.6126684749826297,0.6126684749826297,0,107
1783_img_proj_5b5f12c01dd9d,0.0,0.0,0.6229087799686714,0.6229087799686714,0,108
2059_img_proj_5df7e11d3d746,0.0,0.0,0.6248785101188077,0.6248785101188077,0,109
2234_img_proj_60ecc189f2770,0.0,0.0,0.6258539488079492,0.6258539488079492,0,110
2059_img_proj_5df7e11c53652,0.0,0.0,0.6293681664565709,0.6293681664565709,0,111
1783_img_proj_5b5f12c34f290,0.0,0.0,0.633296873804355,0.633296873804355,0,112
2184_img_proj_60343c63738fd,0.0,0.0,0.6344221414333223,0.6344221414333223,0,113
2215_img_proj_60523f12a719a,0.0,0.0,0.6544811863462608,0.6544811863462608,0,114
1818_img_proj_5b69fba994b4d,0.0,0.0,0.6618507774212871,0.6618507774212871,0,115
1318_img_proj_551409118dd79,0.0,0.0,0.6686817423506084,0.6686817423506084,0,116
1973_img_proj_5d668274eb557,0.0,0.0,0.6766851866467247,0.6766851866467247,0,117
2201_img_proj_605a1e6629bb2,0.0,0.0,0.6805030952502639,0.6805030952502639,0,118
2184_img_proj_60343c655e9c2,0.0,0.0,0.6864015990658978,0.6864015990658978,0,119
2276_img_proj_61115b382853d,0.0,0.0,0.6929097679667454,0.6929097679667454,0,120
1818_img_proj_5b69fbac17002,0.0,0.0,0.7017085834558066,0.7017085834558066,0,121
1818_img_proj_5b69fbad08059,0.0,0.0,0.7020066564209168,0.7020066564209168,0,122
1919_img_proj_5c5a100e955ae,0.0,0.0,0.7320580815406627,0.7320580815406627,0,123
1295_img_proj_5513f2654e612,0.0,0.0,0.7331140914598301,0.7331140914598301,0,124
1735_img_proj_5a9835bb2e8c3,0.0,0.0,0.7378278186269601,0.7378278186269601,0,125
2323_img_proj_61940b8adb6b1,0.0,0.0,0.7466746530831195,0.7466746530831195,0,126
1912_img_proj_5c59f73424467,0.0,0.0,0.746787318809886,0.746787318809886,0,127
1801_img_proj_5b5f5df4ade2c,0.0,0.0,0.7486773143114226,0.7486773143114226,0,128
2078_img_proj_5ed5215b1c6bf,0.0,0.0,0.7617607668066814,0.7617607668066814,0,129
2201_img_proj_605a1e60063b0,0.0,0.0,0.7699982934005399,0.7699982934005399,0,130
1237_img_proj_54964e1da7d89,0.0,0.0,0.7759339874837116,0.7759339874837116,0,131
1237_img_proj_54964e1c34d26,0.0,0.0,0.7764797554735272,0.7764797554735272,0,132
1237_img_proj_54964e0595933,0.0,0.0,0.7788259349120352,0.7788259349120352,0,133
2059_img_proj_5df7e128859df,0.0,0.0,0.7818235330062264,0.7818235330062264,0,134
2035_img_proj_5d9399df3b6e2,0.0,0.0,0.8026513671866707,0.8026513671866707,0,135
1316_img_proj_551407cd1bc46,0.0,0.0,0.803046162923794,0.803046162923794,0,136
1778_img_proj_5b5e4adecb2cb,0.0,0.0,0.8081678981416198,0.8081678981416198,0,137
1318_img_proj_55140910dc7ef,0.0,0.0,0.8105487898291907,0.8105487898291907,0,138
1758_img_proj_5ac7762e3f7ee,0.0,0.0,0.8220132506184201,0.8220132506184201,0,139
1316_img_proj_551407ce258a7,0.0,0.0,0.8259669883612031,0.8259669883612031,0,140
2035_img_proj_5d9399e158b3f,0.0,0.0,0.827905327291894,0.827905327291894,0,141
1382_img_proj_561a8e56625b4,0.0,0.0,0.8341458070055092,0.8341458070055092,0,142
2039_img_proj_5d952870070bf,0.0,0.0,0.8344779878509538,0.8344779878509538,0,143
1831_img_proj_5b6a0891d9ed0,0.0,0.0,0.8442089305207595,0.8442089305207595,0,144
1181_img_proj_548aecc32b885,0.0,0.0,0.8506971411600832,0.8506971411600832,0,145
1181_img_proj_548aecc26ffba,0.0,0.0,0.8521667480458872,0.8521667480458872,0,146
1181_img_proj_548aecc3e3be8,0.0,0.0,0.8523037959070254,0.8523037959070254,0,147
1181_img_proj_548aecc1c1612,0.0,0.0,0.8540360873343744,0.8540360873343744,0,148
1852_img_proj_5b9672fc0bbb6,0.0,0.0,0.8580994729436175,0.8580994729436175,0,149
1181_img_proj_548aecc11fab5,0.0,0.0,0.8587274050236042,0.8587274050236042,0,150
2058_img_proj_5df7dbd0d1aa1,0.0,0.0,0.8595776486816,0.8595776486816,1,0
1718_img_proj_59b3409641ac3,0.0,0.0,0.8596489999805481,0.8596489999805481,1,1
1263_img_proj_551183148ec31,0.0,0.0,0.8635441200420277,0.8635441200420277,1,2
1398_img_proj_561a9ed17ac27,0.0,0.0,0.8680084527717762,0.8680084527717762,1,3
1822_img_proj_5b6a018504dd2,0.0,0.0,0.8698403631479117,0.8698403631479117,1,4
2019_img_proj_5d77e25c47956,0.0,0.0,0.8700120275158689,0.8700120275158689,1,5
2040_img_proj_5d952ac3cfaee,0.0,0.0,0.8776829618676706,0.8776829618676706,1,6
1295_img_proj_5513f2641ec35,0.0,0.0,0.87809779746927,0.87809779746927,1,7
2036_img_proj_5d939c04d1807,0.0,0.0,0.8811748489710511,0.8811748489710511,1,8
2036_img_proj_5d939c034c2d6,0.0,0.0,0.882052492632471,0.882052492632471,1,9
1861_img_proj_5c57275b1894d,0.0,0.0,0.8821247235449583,0.8821247235449583,1,10
1821_img_proj_5b6a00ae3f31a,0.0,0.0,0.8842790072581369,0.8842790072581369,1,11
2035_img_proj_5d9399de7d87a,0.0,0.0,0.884936960258474,0.884936960258474,1,12
1748_img_proj_5ab50ace8cf2d,0.0,0.0,0.8878914088838071,0.8878914088838071,1,13
1737_img_proj_5a983b00aba0c,0.0,0.0,0.8880920230634072,0.8880920230634072,1,14
1737_img_proj_5a983aff94f4b,0.0,0.0,0.8902545345524289,0.8902545345524289,1,15
1914_img_proj_5c59f98175037,0.0,0.0,0.8918225815722292,0.8918225815722292,1,16
1855_img_proj_5b9aa09c1811b,0.0,0.0,0.8919691257865645,0.8919691257865645,1,17
2036_img_proj_5d939c0ad5bc6,0.0,0.0,0.892264218799029,0.892264218799029,1,18
1889_img_proj_5c58b95d36c7f,0.0,0.0,0.8923748121087544,0.8923748121087544,1,19
2131_img_proj_5f1b37e039894,0.0,0.0,0.8924833713663912,0.8924833713663912,1,20
1914_img_proj_5c59f9803e15e,0.0,0.0,0.8930683509988537,0.8930683509988537,1,21
1914_img_proj_5c59f982abb32,0.0,0.0,0.8932190479954031,0.8932190479954031,1,22
2052_img_proj_5df11ea90ad1e,0.0,0.0,0.8942567114751998,0.8942567114751998,1,23
1268_img_proj_55119c0013ffb,0.0,0.0,0.8958439187470505,0.8958439187470505,1,24
1822_img_proj_5b6a01878647a,0.0,0.0,0.8968849511258068,0.8968849511258068,1,25
1817_img_proj_5b69fafa5c91c,0.0,0.0,0.8983097031557985,0.8983097031557985,1,26
1260_img_proj_55117ab4bbc81,0.0,0.0,0.8983844831878395,0.8983844831878395,1,27
1933_img_proj_5c5a295fc8473,0.0,0.0,0.8988420314421715,0.8988420314421715,1,28
1858_img_proj_5ba3c88b4425c,0.0,0.0,0.8989114080700004,0.8989114080700004,1,29
1718_img_proj_59b340994d6bc,0.0,0.0,0.8996009318033245,0.8996009318033245,1,30
2125_img_proj_5f1887b6742d2,0.0,0.0,0.901358511113206,0.901358511113206,1,31
2131_img_proj_5f1b37e40ea41,0.0,0.0,0.9026550562045872,0.9026550562045872,1,32
2183_img_proj_6034351c21eba,0.0,0.0,0.9030536925870892,0.9030536925870892,1,33
1475_img_proj_58c6f74f39b78,0.0,0.0,0.9031037992607368,0.9031037992607368,1,34
1934_img_proj_5c5a2b3c242a6,0.0,0.0,0.9037974159392572,0.9037974159392572,1,35
1069_img_proj_5272c56911e2a,0.0,0.0,0.904374551213724,0.904374551213724,1,36
1861_img_proj_5c5728074f30f,0.0,0.0,0.9051941995068248,0.9051941995068248,1,37
1641_img_proj_5991918abef80,0.0,0.0,0.9054989205147344,0.9054989205147344,1,38
1914_img_proj_5c59f98992f18,0.0,0.0,0.9067283720115208,0.9067283720115208,1,39
1934_img_proj_5c5a2a7f8c09a,0.0,0.0,0.9072640871549452,0.9072640871549452,1,40
1811_img_proj_5b5f7015d27eb,0.0,0.0,0.9078578275786856,0.9078578275786856,1,41
1861_img_proj_5c5728022feda,0.0,0.0,0.9096253279161336,0.9096253279161336,1,42
1826_img_proj_5b6a04c8e8f0f,0.0,0.0,0.909829927332948,0.909829927332948,1,43
1857_img_proj_5b9aa53f43369,0.0,0.0,0.9112121522206048,0.9112121522206048,1,44
2288_img_proj_615caa5d105f6,0.0,0.0,0.9116843571447502,0.9116843571447502,1,45
2074_img_proj_5df8eb7b2542e,0.0,0.0,0.9131578093892124,0.9131578093892124,1,46
21_img_proj_5f0d0756da2bd,0.0,0.0,0.9146749859094228,0.9146749859094228,1,47
2126_img_proj_5f2063a5c7e21,0.0,0.0,0.9152503654048386,0.9152503654048386,1,48
2126_img_proj_5f2063a228202,0.0,0.0,0.9153351573930988,0.9153351573930988,1,49
1857_img_proj_5b9aa53ab5576,0.0,0.0,0.9166226435648566,0.9166226435648566,1,50
1093_img_proj_534bf310c7959,0.0,0.0,0.9167296944422152,0.9167296944422152,1,51
1093_img_proj_534bf31b6c9b6,0.0,0.0,0.9171223180443708,0.9171223180443708,1,52
2126_img_proj_5f2063648d52a,0.0,0.0,0.9171439561670706,0.9171439561670706,1,53
2113_img_proj_5f0c87c1b7fef,0.0,0.0,0.9172325498422266,0.9172325498422266,1,54
1914_img_proj_5c59f986f0328,0.0,0.0,0.9173658961869864,0.9173658961869864,1,55
1811_img_proj_5b5f701b47d7f,0.0,0.0,0.917719493190148,0.917719493190148,1,56
1874_img_proj_5c5888ab2fbf3,0.0,0.0,0.9185120466644288,0.9185120466644288,1,57
2126_img_proj_5f2063a86967c,0.0,0.0,0.9194128744606204,0.9194128744606204,1,58
1811_img_proj_5b5f70188e885,0.0,0.0,0.9200211887729924,0.9200211887729924,1,59
1947_img_proj_5c910fdf657ef,0.0,0.0,0.9202499329890352,0.9202499329890352,1,60
1965_img_proj_5d6559cf3f83a,0.0,0.0,0.9203470566731834,0.9203470566731834,1,61
1919_img_proj_5c5a100d8b711,0.0,0.0,0.9205582742139888,0.9205582742139888,1,62
1801_img_proj_5b5f5dc1478e4,0.0,0.0,0.920878218108693,0.920878218108693,1,63
1861_img_proj_5c5726ea694ad,0.0,0.0,0.9209890627398536,0.9209890627398536,1,64
1967_img_proj_5d655df848601,0.0,0.0,0.9221513097424934,0.9221513097424934,1,65
1801_img_proj_5b5f5defbea65,0.0,0.0,0.9222255272962296,0.9222255272962296,1,66
2183_img_proj_60343518dd5a8,0.0,0.0,0.9227598767918812,0.9227598767918812,1,67
1247_img_proj_55149b69f19a3,0.0,0.0,0.92304930443999,0.92304930443999,1,68
2019_img_proj_5d77e25d71a2e,0.0,0.0,0.9230848663934632,0.9230848663934632,1,69
1852_img_proj_5b96731a33142,0.0,0.0,0.92319486131887,0.92319486131887,1,70
1822_img_proj_5b6a0183e15ac,0.0,0.0,0.9232655484075524,0.9232655484075524,1,71
1783_img_proj_5b5f12ed81515,0.0,0.0,0.9233651075190406,0.9233651075190406,1,72
1613_img_proj_593fd11f2991e,0.0,0.0,0.9237590595307288,0.9237590595307288,1,73
1822_img_proj_5b6a01864ab36,0.0,0.0,0.9237801465812384,0.9237801465812384,1,74
1852_img_proj_5b967320bd9e4,0.0,0.0,0.9240987859974504,0.9240987859974504,1,75
1230_img_proj_5496446c9ebaf,0.0,0.0,0.92505384856625,0.92505384856625,1,76
2126_img_proj_5f2063ab10049,0.0,0.0,0.925621763834468,0.925621763834468,1,77
1801_img_proj_5b5f5dc52473b,0.0,0.0,0.9258340394264676,0.9258340394264676,1,78
1820_img_proj_5b69ff97b224d,0.0,0.0,0.9259408509505154,0.9259408509505154,1,79
1820_img_proj_5b69ffb0b56c2,0.0,0.0,0.926490819595257,0.926490819595257,1,80
1934_img_proj_5c5a2a7038223,0.0,0.0,0.9267395438417324,0.9267395438417324,1,81
2039_img_proj_5d952872dd5e9,0.0,0.0,0.9275011907891364,0.9275011907891364,1,82
2113_img_proj_5f0c87c02d708,0.0,0.0,0.9275685461882832,0.9275685461882832,1,83
2125_img_proj_5f1887b1f16d1,0.0,0.0,0.927727574353944,0.927727574353944,1,84
1230_img_proj_549645229d57f,0.0,0.0,0.9287697945387572,0.9287697945387572,1,85
1783_img_proj_5b5f12ebc5b70,0.0,0.0,0.929177395692542,0.929177395692542,1,86
1747_img_proj_5ab508134919c,0.0,0.0,0.9292990950056432,0.9292990950056432,1,87
1475_img_proj_58c6f74d5a9be,0.0,0.0,0.929691545074434,0.929691545074434,1,88
1801_img_proj_5b5f5dfa0da58,0.0,0.0,0.9305437155331188,0.9305437155331188,1,89
2237_img_proj_60ece4e75b74c,0.0,0.0,0.9315705407181984,0.9315705407181984,1,90
2113_img_proj_5f0c87c123356,0.0,0.0,0.931971241145151,0.931971241145151,1,91
1230_img_proj_5496446c0db20,0.0,0.0,0.9326121012374512,0.9326121012374512,1,92
1910_img_proj_5c59f099e720f,0.0,0.0,0.9326654471607512,0.9326654471607512,1,93
1748_img_proj_5ab50ad2d85e7,0.0,0.0,0.932728277468892,0.932728277468892,1,94
2214_img_proj_60523b942d6a4,0.0,0.0,0.9332890118653984,0.9332890118653984,1,95
1188_img_proj_548af8f075c5b,0.0,0.0,0.9334395823765376,0.9334395823765376,1,96
1475_img_proj_58c6f7502886c,0.0,0.0,0.933441808365198,0.933441808365198,1,97
2128_img_proj_5f1b2c56bfa1d,0.0,0.0,0.9337516934279372,0.9337516934279372,1,98
1045_img_proj_526fca553dd88,0.0,0.0,0.9339246622722792,0.9339246622722792,1,99
1475_img_proj_58c6f74e454c2,0.0,0.0,0.9342196415914596,0.9342196415914596,1,100
1857_img_proj_5b9aa54384f19,0.0,0.0,0.9348866541272558,0.9348866541272558,1,101
1857_img_proj_5b9aa53d1e02e,0.0,0.0,0.9349953026882484,0.9349953026882484,1,102
1951_img_proj_5c9117a6d8c3a,0.0,0.0,0.9371768368003875,0.9371768368003875,1,103
1911_img_proj_5c59f21072ab8,0.0,0.0,0.937351337511464,0.937351337511464,1,104
2274_img_proj_61115bfe635a5,0.0,0.0,0.937667005748361,0.937667005748361,1,105
1125_img_proj_53c36206e012c,0.0,0.0,0.937704437852484,0.937704437852484,1,106
2277_img_proj_615b762bef0c9,0.0,0.0,0.9385458747031644,0.9385458747031644,1,107
1914_img_proj_5c59f98849fd6,0.0,0.0,0.9386651671170612,0.9386651671170612,1,108
1831_img_proj_5b6a088ddd565,0.0,0.0,0.9396056530545712,0.9396056530545712,1,109
2214_img_proj_60523ba51a63d,0.0,0.0,0.9396617580457696,0.9396617580457696,1,110
1831_img_proj_5b6a08908b58e,0.0,0.0,0.9397499952152948,0.9397499952152948,1,111
1125_img_proj_53c361e8a3fbe,0.0,0.0,0.940120975268235,0.940120975268235,1,112
1833_img_proj_5b6a0b0f6b120,0.0,0.0,0.9403720511655708,0.9403720511655708,1,113
1857_img_proj_5b9aa5611ce4e,0.0,0.0,0.9404685585178478,0.9404685585178478,1,114
2277_img_proj_615b762af21f3,0.0,0.0,0.940477093026736,0.940477093026736,1,115
1831_img_proj_5b6a088f420e2,0.0,0.0,0.940646667482878,0.940646667482878,1,116
1910_img_proj_5c59f098cfb91,0.0,0.0,0.9409371948244464,0.9409371948244464,1,117
1911_img_proj_5c59f21180cc5,0.0,0.0,0.9409562772902464,0.9409562772902464,1,118
1287_img_proj_5511b3be47a08,0.0,0.0,0.941094468061466,0.941094468061466,1,119
1641_img_proj_59919183ca3ad,0.0,0.0,0.9412234676589027,0.9412234676589027,1,120
1101_img_proj_53c3595ae0268,0.0,0.0,0.9415994143027632,0.9415994143027632,1,121
2060_img_proj_5df7e3ffa1551,0.0,0.0,0.9418307375452468,0.9418307375452468,1,122
2113_img_proj_5f0c87c2907e0,0.0,0.0,0.9421304759890524,0.9421304759890524,1,123
1769_img_proj_5b5cd9313bdf6,0.0,0.0,0.9421546846280178,0.9421546846280178,1,124
1475_img_proj_58c6f74b965d4,0.0,0.0,0.9423307650684832,0.9423307650684832,1,125
1874_img_proj_5c5888aac7ff6,0.0,0.0,0.9423471847235622,0.9423471847235622,1,126
1106_img_proj_53c35e5739eab,0.0,0.0,0.94240371404998,0.94240371404998,1,127
1188_img_proj_548af8f6e97ab,0.0,0.0,0.9425011010269556,0.9425011010269556,1,128
1811_img_proj_5b5f701d2b429,0.0,0.0,0.9425815298029347,0.9425815298029347,1,129
2037_img_proj_5d939e300c823,0.0,0.0,0.9430158607635596,0.9430158607635596,1,130
1857_img_proj_5b9aa5547c831,0.0,0.0,0.9430217428778797,0.9430217428778797,1,131
1106_img_proj_53c35e2885d58,0.0,0.0,0.9433764528769192,0.9433764528769192,1,132
1810_img_proj_5b5f6e03d7261,0.0,0.0,0.9438658231839612,0.9438658231839612,1,133
1855_img_proj_5b9aa095ba2df,0.0,0.0,0.9441091500091646,0.9441091500091646,1,134
1301_img_proj_5513f93567643,0.0,0.0,0.9444965377505464,0.9444965377505464,1,135
2285_img_proj_615ca03a5f2b7,0.0,0.0,0.9446697293298252,0.9446697293298252,1,136
1914_img_proj_5c59f984b2a1c,0.0,0.0,0.9449957454907916,0.9449957454907916,1,137
2224_img_proj_605a6f18b687a,0.0,0.0,0.9458002350967076,0.9458002350967076,1,138
2224_img_proj_605a6f197a3db,0.0,0.0,0.9462520879333144,0.9462520879333144,1,139
2060_img_proj_5df7e3fac2a2c,0.0,0.0,0.9465061442083772,0.9465061442083772,1,140
1820_img_proj_5b69ffb23bd3f,0.0,0.0,0.9466906319426788,0.9466906319426788,1,141
